content,score,clean_content
bagus saya jadi bisa mempelajari bahasa Inggris dan berlatih supaya hafal kata kata bahasa Inggris,5,bagus saya jadi bisa ajar bahasa inggris dan latih supaya hafal kata
"Suka banget, walaupun susah dikit sih tapi seru banget kaya lagi maen game",4,suka banget walaupun susah dikit tapi seru kaya lagi maen game
lumayan membantu belajar bahasa inggris dan menambah kosakata,5,lumayan bantu ajar bahasa inggris dan tambah
"Pembelajaran nya trlalu mndasar & formal, sepertinya duolingo ini tidak berkonsultasi pada penutur bahasa, karena bahasa yang kita pelajari itu disuruh asal hafal saja, kalimat keliatan translate nya. Men dan women, awalnya pakai a, tapi saat kita disuruh menulis kata kata ini menggunakan a malah salah, harus pakai e, dan perubahannya tidak dijelaskan mengapa,apk itu hny cocok untuk pemula,klu kalian sdh ada dasar mending pakai apk lain, kalau lanjut pakai apk ini saya yakin gak akan berkembang",2,ajar trlalu mndasar formal seperti ini tidak konsultasi pada tutur bahasa karena kita itu suruh asal hafal saja kalimat liat translate men dan women awal tapi saat tulis kata guna malah salah harus ubah jelas mengapaapk hny cocok untuk pemulaklu kalian sdh ada dasar mending lain kalau lanjut saya yakin akan kembang
belajar nya seruu bangett kayak mein gamee aku sukaa aku jadi bisa bahasa inggris pokoknya bagus dehh,5,ajar seruu bangett kayak mein gamee aku sukaa jadi bisa bahasa inggris pokok bagus dehh
bagus bngt tapi banyak iklannya hehe,4,bagus bngt tapi banyak iklan hehe
"aplikasi yang bagus, ini membantu anak saya belajar bahasa Inggris",5,bagus ini bantu saya ajar bahasa inggris
"saya sangat suka dengan aplikasi ini , jadi sekarang saya bisa bahasa inggris walaupun ada yang salah",5,saya sangat suka dengan ini jadi sekarang bisa bahasa inggris walaupun ada salah
sangat membantu untuk meningkatkan kualitas diri,5,sangat bantu untuk tingkat kualitas diri
metode ajarnya sangat unik dan mengasyikkan,5,metode ajar sangat unik dan asyik
"Sangat bagus membantu saya dalam belajar bahasa yang diinginkan. Kita mengerti dan mudah memahami dari kata, frasa dan arti dari setiap yang kita pelajari",5,sangat bagus bantu saya dalam ajar bahasa ingin kita erti dan mudah paham dari kata frasa tiap
Menurut saya untuk aplikasinya sudah bagus hanya saja saya sarankan agar fitur suara bisa dimatikan sepenuhnya karena ketika mendengarkan musik sambil memainkan duolingo suara dari duolingo itu menganggu musik yang dimainkan,3,turut saya untuk sudah bagus hanya saja saran agar fitur bisa mati sepenuh karena ketika dengar musik sambil main dari itu menganggu
"sangat membantu meningkatkan kemampuan dalam berbahasa, baik secara lisan maulun tulisan. juga tidak membuat mudah bosan belajar karena disajikan dalam bentuk permainan. membuat belajar semakin menyenangkan dan mudah dipahami.",5,sangat bantu tingkat mampu dalam bahasa baik cara lisan maulun tulis juga tidak buat mudah ajar karena saji bentuk main makin senang dan paham
"padahal waktu dulu ngga ada premiumnya, tapi sekarang harus bayar biar dapet hati. terus banyak iklannya pula. tapi tetep suka kok gampang dipahami sering dapet double XP jdi lebih semangat maju ke liga selanjutnya",5,padahal waktu dulu ngga ada premium tapi sekarang harus bayar dapet hati terus banyak iklan pula tetep suka kok gampang paham sering double xp jdi lebih semangat maju ke liga lanjut
Aplikasi terbaik banget!! Bisa belajar bahasa yang kalian mau sama bahasa lain !!! Kalian wajib download cepet bagi Ingin belajar bahasa yang kalian inginkan terserah tinggal pilih setelah download!!!!!!!!! Thankyou developer thankyou banget!!!🥰🥰♥️♥️,5,baik banget bisa ajar bahasa kalian mau sama lain wajib cepet bagi ingin serah tinggal telah thankyou developer
aplikasi ini sangat berguna untuk saya kerena duolingo membantu saya agar bersiap untuk ujian bahasa inggris saya nanti.aplikasi ini sangat mudah saya.sekinan tangkap saya kalau ada salah kata mohon dimaafkan.وهذا كل شيء مني. السلام عليكم ورحمة الله وبركاته,5,ini sangat guna untuk saya rena bantu agar siap uji bahasa inggris nantiaplikasi mudah sayasekinan tangkap kalau ada salah kata mohon dimaafkanwhdh kl shy mny lslm lykm wrhm dillh wbrkth
"keren pokoknya, rekomen banget buat pemula",5,keren pokok rekomen banget buat mula
"Gak suka yg versi sekarang, lebih bagus waktu sebelum di update sekarang sering nge bug di bagian voice nya dan banyak iklan nya, ayo buat yg kaya dulu lagi biar mood belajar bahasa nya😌",4,tidak suka versi sekarang lebih bagus waktu belum di update sering nge bug bagi voice dan banyak iklan ayo buat kaya dulu lagi mood ajar bahasa
"Aplikasinya bagus untuk belajar bahasa, benar-benar bagus menurut sya, tetapi yang menjadi masalahnya adalah memberikan cerita tidak benar pada bagian cerita, untuk orang tua mohon hati-hati, karena dalam ceritanya terkadang mengandung unsur penyimpangan (maaf) 'unsur pelangi' semoga para orang tua memahaminya dan agar sedikit hati-hati bila anak-anak belajar menggunakan Doulingo ini, Sebelumnya maaf review nya agak melenceng tapi ini penting juga untuk para anak-anak dan orang tua. Terimakasih",4,bagus untuk ajar bahasa benarbenar turut sya tetapi jadi masalah adalah beri cerita tidak benar pada bagi orang tua mohon hatihati karena dalam terkadang kandung unsur simpang maaf pelangi moga para paham dan agar sedikit bila anakanak guna doulingo ini belum review agak lenceng tapi penting juga terimakasih
"Belajarnya mudah dan menyenangkan sih kalau kata aku dan kita bukan bisa bahasa Inggris doang kita juga bisa belajar bahasa lain seperti korea, Jepang, Arab dan masih banyak lagi sih kalau kata aku aplikasi ini bagus untuk orang yang ingin belajar bahasa Inggris 😁segitu aja ya ulasan dari aku makasih Duolingo sudah membantu saya😘saya kasih bintang 5🙏",5,ajar mudah dan senang kalau kata aku kita bukan bisa bahasa inggris doang juga lain seperti korea jepang arab masih banyak lagi ini bagus untuk orang ingin segitu ya ulas dari makasih sudah bantu sayasaya kasih bintang
"gasukaa :( padahal bagus banget apk nya, tapi karna sehari cuma selesain satu pelajaran sehari , dari unit 20 di turunin jadi unit 10, padahal aku selalu dapet nilai bagus setiap selesain satu pelajaran, aku cuma nyelesain satu pelajaran karna aku sibuk , tapi kenapa tiba tiba di turunin unitnya jauh banget?? aku udah nyoba lompat unit, wah, pertanyaan nya jauh lebih susah,di kasih kesempatan cuma 3, bahkan di unit 20 aja aku belum belajar itu, padahal aku nyoba lompat ke unit 18, ngeselin😮‍💨",1,gasukaa padahal bagus banget tapi karna hari cuma selesain satu ajar dari unit di turunin jadi aku selalu dapet nilai tiap nyelesain sibuk kenapa tiba jauh udah nyoba lompat wah tanya lebih susahdi kasih sempat bahkan belum itu ke ngeselin
"Knp saya kasi bintang 4 Krn kadang kadang audio hilang,kadang kadang di keluarkan tetapi masih bisa login, kadang kadang kalau bicara pake microfon tidak mau di terima,",4,knp saya kasi bintang krn kadang audio hilangkadang di keluar tetapi masih bisa login kalau pake microfon tidak mau terima
"Aku mau lanjut level selanjutnya tapi tidak bisa kebuka, tolong dong min udah lumayan levelku pengen belajar level selanjutnya. Udh kirim bug berkali2 tapi tidak ada balasan",3,aku mau lanjut level tapi tidak bisa buka tolong dong min udah lumayan ken ajar udh kirim bug berkali2 ada balas
Nyawa yang tersedia sedikit mungkin fitur itu lebih terasa berat dan cuma dikasih 5 nyawa yang dimana belajaran bahasa terutama asing susah dipahami mungkin kedepannya fitur tersebut dihilangkan melainkan digantikan sama fitur jeda dimana ketika salah berapa kali keluar dari pembelajaran tetapi dikasihkan catatan dimana [pengguna supaya tahu dimana letak salahnya,1,nyawa sedia sedikit mungkin fitur itu lebih asa berat dan cuma kasih mana bajar bahasa utama susah paham depan sebut hilang lain ganti sama jeda ketika salah berapa kali keluar dari ajar tetapi catat guna supaya tahu letak
"Aplikasi yang dimana bikin belajar bahasa jadi lebih asik, bikin nagih, dan menyenangkan. Karena, pelajaran nya dibuat menyerupai game. Benar-benar aplikasi yang bagus dan recomended banget buat kalian yang mau belajar bahasa asing.",5,mana ajar bahasa jadi lebih asik nagih dan senang karena buat rupa game benarbenar bagus recomended banget kalian mau
"Pelajarannya sangat menyenangkan dan mudah dipahami bagi para pemula. asalkan belajar dengan giat, pasti bisa dengan cepat menguasai bahasa yang ingin dipelajari.",5,ajar sangat senang dan mudah paham bagi para mula asal dengan giat pasti bisa cepat kuasa bahasa ingin
"Halo,Saya Audy. Saya sudah memakai aplikasi ini baru beberapa Minggu sebenarnya, tetapi aplikasi ini saya pakai sangat bagus sekali. Di mulai dari pembelajarannya yang menarik seperti sedang bermain game,dan beberapa karakter lucu yg membantu belajar. Aplikasi ini sangat membantu. Dan sangat di sarankan bagi pemula yang ingin belajar beberapa bahasa.",5,halosaya audy saya sudah ini baru beberapa minggu benar tetapi sangat bagus sekali di mulai dari ajar tarik seperti sedang main gamedan karakter lucu bantu dan saran bagi mula ingin bahasa
Aplikasi ini sangat bagus untuk belajar bahasa inggris dari cara berbicara dan mendengarkan saya suka dengan aplikasi duolingo ini karena aplikasi ini seperti permainan tetapi bukan sembarangan permainan aplikasi duolingo bisa sekalian belajar bahasa inggris. Terima kasih duolingo,5,ini sangat bagus untuk ajar bahasa inggris dari cara dan dengar saya suka dengan karena seperti main tetapi bukan sembarang bisa sekali terima kasih
"i luv this app, kalo dibawa pelan pelan belajarnya, nanti lama lama mulai adaptasi sama enjoy kok, jangan cepet cepet diawal, nti bosen duluan, Duolingo ist sehr super!",5,love this kalau bawa pelan ajar nanti lama mulai adaptasi sama enjoy kok jangan cepet awal nti bosen duluan ist sehr super
"hey, ini luar biasa. anda tidak perlu mengeluarkan biaya untuk kursus bahasa asing, ini gratis dan mudah untuk di pahami. segera unduh untuk mengembangkan pengetahuan bahasa asingmu meningkat secara pesat, jangan sampai menyesal.",5,hey ini luar biasa anda tidak perlu keluar biaya untuk kursus bahasa gratis dan mudah di paham segera unduh kembang tahu tingkat cara pesat jangan sampai sesal
"Aplikasinya sihh sangat membantu tapi ada bug gitu, bugnya tuh pas lagi main tiba tiba animasinya ilang kaya diem terus, jadi tolong di perbaiki ya bug nya.Kalo sudah di perbaiki nanti ku kadih bintang 5 dehh",4,sihh sangat bantu tapi ada bug gitu bugnya tuh pas lagi main tiba animasi ilang kaya diem terus jadi tolong di baik ya nyakalo sudah nanti ku kadih bintang dehh
"Sangat rekomendasi untuk pengguna yang ingin belajar bahasa, urutan pelajarannya di buat lebih mudah dan gampang dipahami, untuk masalah iklan sangat tidak terganggu",5,sangat rekomendasi untuk guna ingin ajar bahasa urut di buat lebih mudah dan gampang paham masalah iklan tidak ganggu
"Assalamualaikum wr.wb. cara belajarnya unik sambil bermain jadi nggak bosan,biasanya kalau belajar pasti bosan tapi kalau di duolingo nggak bosan,bisa ketemu banyak kawan dari luar negri juga,aplikasinya bagus dan keren. Yang mau belajar bahasa luar,belajar di duolingo aja,biar seru. Oh ya pesan dari aku doulingo tambahin fitur chat sama teman biar bisa chatan dan kenalan dan biar jadi tambah seru deh. Kalian wajib coba doulingo. Tambah pintar dan juga nggak bosan. Terima kasih udah mau baca bye",5,assalamualaikum wrwb cara ajar unik sambil main jadi nggak bosanbiasanya kalau pasti tapi di bosanbisa ketemu banyak kawan dari luar negri jugaaplikasinya bagus dan keren mau bahasa luarbelajar ajabiar seru oh ya pesan aku doulingo tambahin fitur chat sama bisa chatan kenal tambah kalian wajib coba pintar juga terima kasih udah baca bye
"Belajar dengan metode seperti bermain game,tapi menurut saya cara ini kurang efektif bagi yang ingin serius mempelajari bahasa.Karena tidak ada penjelasan setiap kali memilih jawaban yang salah.Seperti kenapa harusnya memilih ""an"" bukan ""a"" atau harusnya ""have"" bukan ""has"".Orang tidak akan tahu alasan kesalahan mereka dan hanya akan jadi semakin bingung.Materi juga jadi hal penting dan seharusnya tetap ada.",3,ajar dengan metode seperti main gametapi turut saya cara ini kurang efektif bagi ingin serius bahasakarena tidak ada jelas tiap kali jawab salahseperti kenapa harus an bukan atau have hasorang akan tahu alas salah mereka dan hanya jadi makin bingungmateri juga hal penting tetap
"GREAT! GOOD! SIMPLE AND GIVE EDUCATION. Terimakasih duolingo, sebagai sebuah aplikasi yang benar-benar asik dengan pembelajaran bahasa Inggris yang unik.",5,great good simple and give education terimakasih bagai buah benarbenar asik dengan ajar bahasa inggris unik
aplikasi ini sangat bagus karena kita bisa mempelajari sebuah kata yang kita tidak ketahui dan aplikasi ini juga membantu ku dalam berbahasa Inggris dengan mudah dan gampang di pahami baru pertama kali ini aku download aplikasi duolingo dan hasilnya sangat menyenangkan dan bagus,5,ini sangat bagus karena kita bisa ajar buah kata tidak tahu dan juga bantu ku dalam bahasa inggris dengan mudah gampang di paham baru pertama kali aku hasil senang
"kekurangan nya adalah, pertama, hati nya cukup terbatas, hanya ada 5 hati, jadi kalau hati nya sudah habis kita tidak bisa belajar lagi, dan harus menunggu beberapa saat. kedua, gamenya itu online, jadi kita tidak bisa belajar disaat kita tidak memiliki kuota atau sinyal kita jelek, masukkan dari saya adalah pertama, hatinya tolong di tambah lagi, kedua, gamenya sebaiknya offline saja, jadi bisa memudahkan orang yang tinggal di desa seperti saya, karna sinyal disini kurang baik, terima kasih",5,kurang adalah pertama hati cukup batas hanya ada jadi kalau sudah habis kita tidak bisa ajar lagi dan harus beberapa saat dua gamenya itu online milik kuota atau jelek masuk dari saya tolong di tambah baik offline saja mudah orang tinggal desa seperti karna sini terima kasih
Aplikasi nya seru banget seru cocok banget buat anak yang mau belajar tapi sambil ngegame🤩👍🏻 Tapi ada minusnya kenapa akhir-akhir ini setiap aku main duolingo animasinya tidak mau bergerak atau ngefreze gitu tolong creator diperbaiki lagi soalnya ini membuat belajar tidak nyaman:(,4,seru banget cocok buat mau ajar tapi sambil ngegame ada minus kenapa akhirakhir ini tiap aku main animasi tidak gerak atau ngefreze gitu tolong creator baik lagi soal nyaman
"Bagi saya aplikasi ini sangat bermanfaat terutama yang belajar bahasa asing. Di DUOLINGO banyak fitur yang memudahkan kita dalam belajar. Jika menurutmu proses belajar di DUOLINGO membosankan kalian salah, di aplikasi ini ada berbagai rintangan, latihan, membaca dan cerita menarik. Kalian juga bisa mencari teman seperjuangan dan membuat kelas dengan teman kalian. Bagi yang masih bingung cara mengatur jadwal belajar kalian. Tenang, di DUOLINGO sudah di tersedia jadwal yang kalian butuhkan.",5,bagi saya ini sangat manfaat utama ajar bahasa di banyak fitur mudah kita dalam jika turut proses kalian salah ada bagai rintang latih baca dan cerita tarik juga bisa cari juang buat kelas dengan masih bingung cara atur jadwal tenang sudah sedia butuh
"Maaf tapi kok saya ngulang ke Unit 1 yah? Setelah saya dapet 3 hari gratis super Duolingo saya balik ke unit 1 hampir semua progress unit saya menghilang. Kecuali Liga dll, mohon untuk membenarkan masalah ini dan saya akan kasih bintang lebih tinggi jika unit saya kembali ke unit 5🙏",2,maaf tapi kok saya ngulang ke unit yah telah dapet hari gratis super balik hampir semua progress hilang kecuali liga dll mohon untuk benar masalah ini dan akan kasih bintang lebih tinggi jika kembali
"Karakter penyemangatnya cute banget❤️, metode ajarnya juga mudah dipahami. Tantangan yang seru untuk diselesaikan. Love it",5,karakter semangat cute banget metode ajar juga mudah paham tantang seru untuk selesai love it
"saya senang belajar di duolingo karna sangat membantu saya buat belajar banyak bahasa, dan semangat buat para developer pasti jika duolingo di update pasti bakal bagus banget, saya belajar di duolingo sangat senang dan apk nya sangat membantu terimakasih developer 🙏✨",5,saya senang ajar di karna sangat bantu buat banyak bahasa dan semangat para developer pasti jika update bakal bagus banget terimakasih
overall asik apk ini lumayan membantu karena semua berdasarkan konsistensi kembali lagi. mungkin ada percakapan suara asli orang bule lebih asik lagi. thanks duolingo,4,overall asik ini lumayan bantu karena semua dasar konsistensi kembali lagi mungkin ada cakap asli orang bule lebih thanks
Aplikasi nya membantu banget di ajarin dari paling dasar sampe level nge test percakapan latihan suka banget dan pasti di ulang lagi dari yang salah jadi nya bisa hafal thank you duolingo 🤩,5,bantu banget di ajarin dari paling dasar sampe level nge test cakap latih suka dan pasti ulang lagi salah jadi bisa hafal thank you
"Aplikasi yang sangat bagus untuk belajar berbagai bahasa 👍 untuk kalian yang pemula sangat recommended sekali untuk install aplikasi ini , karena sangat cocok sekali 👍 di tambah metode pembelajarannya yang tidak ngebosenin 🤩 . Kalau hatinya habis bisa tonton iklan untuk nambah lagi hatinya ❤️ di tambah iklannya tidak mengganggu 😍 , saya kasih bintang 🌟 10 untuk aplikasi ini 🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟 Terimakasih kepada developer karena sudah membuat aplikasi sebagus ini 👍👍👍👍",5,sangat bagus untuk ajar bagai bahasa kalian mula recommended sekali install ini karena cocok di tambah metode tidak ngebosenin kalau hati habis bisa iklan nambah lagi ganggu saya kasih bintang terimakasih kepada developer sudah buat
"Jeleknya aplikasi ini ketika ada soal yang mengartikan kedalam bahasa indonesia dengan berbicara jawabannya selalu salah, padahal saya sudah menjawab benar. Bahkan saya ulang-ulangi berbicara di microfont dengan pengucapan yang jelas, tetap saja salah. Sudah berkali-kali mengirim masukan, tp tetap belum diperbaiki.",1,jelek ini ketika ada soal dalam bahasa dengan jawab selalu salah padahal saya sudah benar bahkan ulangulangi di microfont ucap jelas tetap saja berkalikali kirim masuk tp belum baik
Aplikasi nya sangat menguras emosi memang sii membantu pembelajaran bahasanya tapi loading nya itu Lo lama banget bahkan pas udah nyelesain soalnya itu juga loading nya lama banget kurang kalo cuma loading 1 -3 menit si gapapa lah ini lumayan lama dari 1-3 menit jadii tidak cocok buat aku yang ga suka nunggu😮‍💨,1,sangat uras emosi memang sii bantu ajar bahasa tapi loading itu lo lama banget bahkan pas udah nyelesain soal juga kurang kalau cuma menit gapapa lah ini lumayan dari jadi tidak cocok buat aku ga suka nunggu
bagus banget sih cocok untuk pemula. dan belajar di duolingo ini serasa kayak main jadi asik dan seru banget untuk kalian yang mau belajar bahasa cocok banget untuk download aplikasi ini karna pilihan bahasanya juga banyak dan gak bosenin juga. selamat belajar semua😊😊😊😊😊,5,bagus banget cocok untuk mula dan ajar di ini serasa kayak main jadi asik seru kalian mau bahasa karna juga banyak tidak bosenin selamat semua
"Aplikasi duolingo ini sangat bagus,dia membantu saya belajar bahasa inggris dari dasar dan dengan menyenangkan,selalu mengingatkan saya untuk belajar bahasa inggris.Min kenapa tidak ada lagi kolom komentar di dualingo,padahal di situ ada penjelasan secara detail",5,ini sangat bagusdia bantu saya ajar bahasa inggris dari dasar dan dengan menyenangkanselalu ingat untuk inggrismin kenapa tidak ada lagi kolom komentar di dualingopadahal situ jelas cara detail
"Makin kesini makin ngebug, mau buka loadnya lama, padahal jaringan lancar. Gw mau buka runtutan, ga mau balik runtutan 0 lagi. Lebih enak versi lama dari versi sekarang. Tolong perbaiki.",1,makin kesini ngebug mau buka loadnya lama padahal lancar gw runtut ga balik lagi lebih enak versi dari sekarang tolong baik
"Makasih ya Duolingo, sekarang aku adalah murid kesayangan guru bahasa Inggris, aplikasinya bagus banget!! sekarang udah gak gugup pas ditanya ""can you speak english?"" jadi banyak tau kosakata, cara membaca yang benar, menyusun kalimat, dll benar² bermanfaat👍👍!!",5,makasih ya sekarang aku adalah murid sayang guru bahasa inggris bagus banget udah tidak gugup pas tanya can you speak english jadi banyak tahu cara baca benar susun kalimat dll benar2 manfaat
"ini bisa membantu saya untuk belajar bahasa Inggris, biasanya saya kalau buka buku itu terasa sangat malas, dan guru bahasa Inggris pun menyarankan untuk mendownload aplikasi ini karena setiap harinya kita membuka hp setiap hari😁😁😁.",5,ini bisa bantu saya untuk ajar bahasa inggris biasa kalau buka buku itu asa sangat malas dan guru pun saran mendownload karena tiap hari kita hp
Bisa buat anak yang belum bisa bahasa luar negri dll bagus juga ini bukan semacam game sih lebih tepat tempat belajar anak 7+ boleh banget kalo gak bisa bahasa inggris atau yang lain sebagai nya boleh download ini aja tapi belum tentu ada kesalahan di duolingo ini karena belum tau tentu Terimakasih untuk duolingo sudah ada kan apli kasi seperti ini🙏,5,bisa buat belum bahasa luar negri dll bagus juga ini bukan macam game lebih tepat tempat ajar boleh banget kalau tidak inggris atau lain bagai tapi tentu ada salah di karena tahu terimakasih untuk sudah kan apli kasi seperti
suka banget. membantu gak bosenin. makin banyak kosakata yang kita tau . baik bisa cara bicara langsung di pejari . semangat semuanya. siapa pengen bisa bahasa Inggris ini cocok banget. tiap naik lebih level nya makin sulit maka kita makin pintar berbahasa nya . waktu juga gak kebuang sia sia lagi deh . lebih ke berguna untuk para anak muda . or generasi muda Indonesia 🥰🥰,5,suka banget bantu tidak bosenin makin banyak kita tahu baik bisa cara langsung di jari semangat semua siapa ken bahasa inggris ini cocok tiap naik lebih level sulit maka pintar waktu juga buang sia lagi ke guna untuk para or generasi
bagus. walaupun ini aplikasi tapi beneran kayak game. juga bisa belajar bahasa apapun. tapi untuk orang indonesia ini cuman bisa belajar inggris tapi rating nya itu lima bintang fiturnya bagus tapi inggris normal untuk saya,5,bagus walaupun ini tapi beneran kayak game juga bisa ajar bahasa apa untuk orang cuman inggris rating itu lima bintang fiturnya normal saya
"Bagus dan seru untuk belajar, saya gak masalah dengan iklan, fitur dan tampilannya juga makin oke, tapi saya kurang nyaman dengan beberapa topik lgbt di sini. Takutnya ada anak kecil yang memainkan game ini dan menganggap normal hal tersebut.",4,bagus dan seru untuk ajar saya tidak masalah dengan iklan fitur tampil juga makin oke tapi kurang nyaman beberapa topik lgbt di sini takut ada kecil main game ini anggap normal hal sebut
"tolong perbaiki runtutan saya sudah 23 hari tapi pas dibuka hari ini malah tidak bisa dan saya sudah membukanya pakai web hasilnya 403 forbidden tolong ya di perbaiki,jika tidak runtutan saya akan ngulang karena sistemnya memang seperti itu kan,padahal ini adalah kesalahan apk nya,aku tidak masalah dengan iklan nya, tapi kenapa apk nya tdk bs di buka?",3,tolong baik runtut saya sudah hari tapi pas buka ini malah tidak bisa dan web hasil forbidden ya di perbaikijika akan ngulang karena sistem memang seperti itu kanpadahal adalah salah nyaaku masalah dengan iklan kenapa tdk bs
"Aplikasinya bagus bgt karena waktu itu aku nanya ke temenku gini ""vel aku mau tau cara belajar bahasa Jepang"" terus temenku jawab""pakai Duolingo aja"" lalu pas aku coba ternyata bisa jadi aku kasih rating bintang lima.",5,bagus bgt karena waktu itu aku nanya ke temenku gin vel mau tahu cara ajar bahasa jepang terus jawabpakai lalu pas coba nyata bisa jadi kasih rating bintang lima
"dari aplikasi ini membuat saya yang gak suka bahasa inggris menjadi suka karena di sini pelajaran bahasa inggris nya punya metode seperti game yang menarik dan menyenangkan, dan aplk ini juga membuat saya bisa mulai bisa menghafal beberapa kata, dan juga tidak hanya bahas Inggris tetapi beberapa bahasa dari negara² lain juga ada. dan semoga Aplk ini menjadi lebih bagus lagi",5,dari ini buat saya tidak suka bahasa inggris jadi karena di sini ajar punya metode seperti game tarik dan senang aplk juga bisa mulai hafal beberapa kata hanya bahas tetapi negara2 lain ada moga lebih bagus lagi
"Seru gamenya,sesuai tingkat pilihan soalnya pokoknga the best!",5,seru gamenyasesuai tingkat soal pokoknga best
"bagus banget buat belajar semua bahasa, dan yg pertama kupelajari adalah bahasa inggris, sudah 18 hari ku belajar, cocok sih buat yg gk mampu bayar les bahasa inggris kayak aku, semoga komitmenku bisa terus ku jaga sampai fasih sepenuhnya, dan jangan lupa dicatat ya klo belajar di duolinggo, pake notes application masing"" ya... semangat! ❤️",5,bagus banget buat ajar semua bahasa dan pertama adalah inggris sudah hari ku cocok gk mampu bayar les kayak aku moga komitmen bisa terus jaga sampai fasih sepenuh jangan lupa catat ya klo di duolinggo pake notes application masing semangat
"pola belajar yang seru dan latihan yang membantu, pokoknya seru deh!! ada animasinya untuk mengingatkan kita untuk belajar. kadang ngambek klo nggak belajar, intinya lucuk!",5,pola ajar seru dan latih bantu pokok ada animasi untuk ingat kita kadang ngambek klo nggak inti lucuk
aplikasi nya bagus dan bisa belajar bahasa lain contoh bhs Korea Inggris Jepang thailand dan masih banyak lagi jadinya saya tidak perlu pergi les jadi saya berterimakasih kepada duolingo,5,bagus dan bisa ajar bahasa lain contoh bhs korea inggris jepang thailand masih banyak lagi jadi saya tidak perlu pergi les berterimakasih kepada
"Saya tidak terlalu menyarankan apk Duolingo karena ada soal cerita yang berisi tentang L6GT(perempuan dengan perempuan, di soal cerita bulan madu/honeymoon) bisa dicari sendiri di aplikasinya yg gambar barbel yg cerita,tapi saya nggak menyarankan buat di cari,pokoknya saran dari saya aplikasi Duolingo tidak cocok digunakan oleh anak anak dibawah umur... Itu aja dari saya terimakasih 🙏",3,saya tidak terlalu saran karena ada soal cerita isi tentang l6gtperempuan dengan perempuan di bulan maduhoneymoon bisa cari sendiri gambar barbel ceritatapi nggak buat caripokoknya dari cocok guna oleh bawah umur itu terimakasih
"sbnarny aplikasinya udah bagus bnget sih, cuma kurang satu menurut saya. 1. ga di ajarin penggunaan kata bantu di sana. contohnya : read dan reads atau drink dan drinks dua kata tersebut kan sama artinya cuma beda maknanya. tapi g tau juga sih atau aku yg belum ketemu sama level yg ngejelasin kayak bgituan.. tapi untuk tetap bagus kok aplikasi nya 🙏🏻",5,sbnarny udah bagus bnget cuma kurang satu turut saya ga di ajarin guna kata bantu sana contoh read dan reads atau drink drinks dua sebut kan sama beda makna tapi tahu juga aku belum ketemu level ngejelasin kayak bgituan untuk tetap kok
"Bagus, cara ngasih soalnya menyenangkan, opsi hati juga buat kita lebih hati-hati untuk menjawab soalnya dan lebih berjuang lebih. Iklan di sini juga nggak sampai 60 detik paling lama 30 detik. Rekomen banget",5,bagus cara ngasih soal senang opsi hati juga buat kita lebih hatihati untuk jawab dan juang iklan di sini nggak sampai detik paling lama rekomen banget
"alhamdulillah setelah menggunakan aplikasi Duolingo,saya makin lancar dalam bicara dan mengartikan kata2 bahasa Inggris game ini juga asik dimainkan karena cara belajarnya seperti game, jadi anak2 tidak bosan saat belajar di aplikasi Duolingo. itu saja yg bisa saya sampaikan wassalamualaikum warohmatulohi wabarakatuh.🙏🙏",4,alhamdulillah telah guna duolingosaya makin lancar dalam dan kata2 bahasa inggris game ini juga asik main karena cara ajar seperti jadi anak2 tidak saat di itu saja bisa saya sampai wassalamualaikum warohmatulohi wabarakatuh
"Aplikasi ini mendukung untuk semua yang lagi belajar bahasa luar. saya sangat senang karena dari aplikasi ini saya jadi bisa lebih giat belajar bahasa luar ngeri seperti bhs inggris, bhs Korea dan masih banyak lagi... Ayo buat kalian buruan download aplikasi ini!!",5,ini untuk semua lagi ajar bahasa luar saya sangat senang karena dari jadi bisa lebih giat ngeri seperti bhs inggris korea dan masih banyak ayo buat kalian buru
"Ini keren aplikasinya 👍 Bisa belajar banyak bahasa, dan ""gratis"" Mantap, trus bisa seperti berlomba gitu dengan peserta yang lain, jadi bisa membuat kompetisi. Jadi memacu",5,ini keren bisa ajar banyak bahasa dan gratis mantap trus seperti lomba gitu dengan serta lain jadi buat kompetisi pacu
"Ini aplikasi bagus, tapi ada cerita di unit 4 yang berjudul honeymoon yg menceritakan seorang wanita tapi mempunyai seorang istri, , sayang sekali aplikasi bagus tapi ada unsur negatif (lgbt) nya.. kita harus lebih hati2 ya buat anak terutama..",1,ini bagus tapi ada cerita di unit judul honeymoon orang wanita punya istri sayang sekali unsur negatif lgbt kita harus lebih hati2 ya buat utama
"walaupun saya masih baru belajar bahasa asing,aplikasi ini sangat membantu dan bagus karena cara belajarnya memakai sistem game yg membuat kita semangat untuk belajar dan tidak gampang bosan dalam belajarnya",5,walaupun saya masih baru ajar bahasa asingaplikasi ini sangat bantu dan bagus karena cara sistem game buat kita semangat untuk tidak gampang dalam
"Terima kasih untuk Duolingo, karena aplikasi ini saya bisa berbahasa inggris, tapi belum semua yang saya sudah pelajari saya sangat menyukai aplikasi Duolingo ini, buat yang mau bisa bahasa negara lain download aja aplikasi ini biar kalian bisa berbahasa negara lain",5,terima kasih untuk karena ini saya bisa bahasa inggris tapi belum semua sudah ajar sangat suka buat mau negara lain kalian
