content,score,clean_content
Aplikasi bagus tidak ada yang salah tapi akhir² ini suka sekali ngelag dan hilang jaringan dan juga layar menjadi putih dan aplikasi eror sampai saya gak bisa menyelesaikan misi udah dua hari dicoba terus tapi tidak ada perkembangan sedikitpun aplikasi tetap eror padahal jaringan penuh memori masih banyak dan cuma aplikasi ini yang tidak bisa dipakai sedikitpun saya jadi susah untuk belajar kalau seperti ini.... tolong di perbaiki bug apk nya...ini benar-benar mengangu saya..,1,aplikasi bagus salah akhir2 suka ngelag hilang layar eror selesai misi coba kembang penuh memori susah ajar tolong bug nyaini benarbenar mengangu
"-Tidak seperti duolingo yang yang dahulu, tidak terlalu lemot dan ribet. -hati harus isi ulang, jika unlimited harus langganan kecewa. Padahal suka yang dahulu. -iklan merajalela, apakah karena pemasukan sepi? Sampai harus ada iklannya padahal banyak download. -voice record terdapat bug.",2,lemah otak ribet hati isi ulang unlimited langgan kecewa suka iklan rajalela pasu sepi download voice record bug
"Assalamualaikum,,, Duolingo cocok dipakai untuk belajar yang tingkat pemula maupun yang lainnya, karena aplikasinya bisa di sesuaikan dengan kemapuna kita . dan aplikasinya di pakai untuk belajar nggak mbosenin karena ada fitur yang buat belajar jadi tambah menyenangkan 😊. Makasih Duolingo ❤️ aplikasinya jadi menambah pengetahuan 🥰 Wassalamu'alaikum wr.wb",5,assalamualaikum cocok ajar tingkat aplikasi sesuai kemapuna mbosenin fitur senang terima kasih wassalamualaikum wrwb
seru. sekali saya yang asal nya kurang suka. bahasa inggris menjadi suka bahasa inggris . belajar di duolingo sangat seru dan menyenangkan🤗🤗,5,seru suka bahasa inggris ajar senang
"Apknya bagus banyak juga fiturnya tapi yang jadi masalah akhir akhir ini lumayan banyak bug salah satunya ketika saya login loadingnya lama, bukan hanya ketika login ketika saya beralih ke menu yang lain seperti menu mulai dll nya terkadang lama juga, tolong kepada Dev agar bug2 seperti itu bisa terkendalikan/diperbaiki, Sekian terimakasih",3,apknya bagus fiturnya lumayan bug salah login loadingnya alih menu terkadang tolong dev bug2 terkendalikandiperbaiki sekian terimakasih
"Aplikasi bagus buat belajar, cuma ya gitu. Kita harus nyari materi sendiri biar paham. Di duolingo itu cuma bisa belajar menerjemahkan,mendengar sma pengucapan, selebihnya kita belajar sendiri dr berbagai sumber. Selain itu ini jg bisa meningkatkan semangat belajar b.ingg krn berupa game yg menarik gitu",5,aplikasi bagus ajar cari materi paham menerjemahkanmendengar sumber tingkat semangat bingg upa game tarik
"Tempat belajar Bahasa Asing yang gratis dan bagus. Vocabulary sering diulang jadi kita mudah ingat artinya apa. Meskipun saya baru mempelajari tingkat dasar, tapi saya sudah lumayan paham sedikit tentang bahasa2 yang saya pelajari. Sukses terus buat Duolingo! 😊",5,ajar bahasa asing gratis bagus vocabulary ulang mudah tingkat dasar lumayan paham bahasa2 sukses
ya! aplikasi ini bagus untuk saya belajar bahasa Inggris,5,aplikasi bagus ajar bahasa inggris
"Saya sangat terkesan dengan Duolingo sebagai aplikasi pembelajaran bahasa. Antarmuka yang intuitif dan menarik membuat proses belajar menjadi menyenangkan dan interaktif. Saya suka bagaimana aplikasi ini dirancang untuk memotivasi pengguna dengan sistem poin, level, dan tantangan harian. Fitur pelacakan kemajuan juga membantu saya melihat perkembangan belajar saya dari waktu ke waktu.",5,kes aplikasi ajar bahasa antarmuka intuitif tarik proses senang interaktif suka rancang motivasi sistem poin level tantang fitur lacak maju bantu kembang
bagus banget aplikasi nya ngak ribet pula ouh iya ngebantu banget buat yang mau bisa bahasa inggris atau bahasa lainnya bagus banget deh pokonya,5,bagus banget aplikasi ngak ribet ouh ngebantu bahasa inggris poko
"Aplikasi nya sangat bagus, sangat membantu saya dalam belajar, tapi tolong ya, kenapa setiap hampir mau menyelesaikan pembelajaran, pastidi bagian terakhir suka sekali nge bug, alhasil harus ngulang lagi dari awal, semoga bisa diperbaiki ya 🙏🏻",4,aplikasi bagus bantu ajar tolong selesai pastidi suka nge bug alhasil ngulang moga
mudah dipakai. mudah dimengerti. iklan relatif sedikit. ada trial no iklan juga. overall sangat membantu,5,mudah erti iklan relatif trial overall bantu
bagus banget deh buat yang mau belajar bahasa Inggris,5,bagus banget ajar bahasa inggris
"Aplikasinya bagus banget saya suka dapat belajar bahasa Inggris dan asik saya sampai berkali kali main nya, udah dari saya sekian",5,aplikasi bagus banget suka ajar bahasa inggris asik kali main sekian
bisa belajar online kalo lagi libur panjang pelajaran nya bagus saya sudah nyaman memakai duolingo,5,ajar online libur bagus nyaman
sangat membantu saya belajar bahasa Inggris aku kasih bintang lima saya senang banget pokok makasih defeloper yang buat,5,bantu ajar bahasa inggris kasih bintang senang banget pokok terima defeloper
"bagus,bisa tau tentang bahasa inggris 👍🏻",4,bagusbisa bahasa inggris
mantab untuk untuk sosialisasi dgn bahasa. internasional MENYALA ABANGKUUUU🌾🌾🌾🔥🔥🔥,5,mantab sosialisasi bahasa internasional nyala abang
sangat membantu pembelajaran menjadi lebih mudah,5,bantu ajar mudah
"untuk speaking waktu nya masih kurang waktu nya, bila perlu frekuensinya waktu nya ditambah biar sy bisa mengulangi.",4,speaking frekuensi ulang
terimakasih !! saya sekarang mengerti bahasa russian berkat apk duolingo ini!!,5,terimakasih erti bahasa russian berkat aplikasi
aplikasi terbaik untuk belajar bahasa Inggris 👍🏻👍🏻,5,aplikasi ajar bahasa inggris
bagian menirukan suaranya lemot terus gabisa kepakai☹️. tapi bagian lainnya bagus aku semakin bisa bahasa inggris sedikit2 😊,4,tiru lemah otak bagus bahasa inggris sedikit2
"Bagus bet, sampe pas gw lupa di ingetin dengan kata² yg bikin semangat, sukses selalu",5,bagus banget pas lupa ingetin semangat sukses
Sangat membantu untuk belajar bahasa,5,bantu ajar bahasa
saya bisa menjadi pintar berkat Duolingo ini ada soal gampang dan susah selain b inggris masi banyak bahasa lain pokoknya suka deh wajib coba,5,pintar berkat gampang susah b inggris bahasa pokok suka wajib coba
sangatlah keren saya bisa belajar bahasa inggeris dengan cepat,5,keren ajar bahasa inggeris cepat
aplikasi ini sagat membantu saya dalam belajar bahasa asing terkusnya bahasa Inggris.karena banyak fitur-fitur menarik yang akan membantu saya dalam belajar dan saat belajar sya tidak cepat bosan,5,aplikasi sagat bantu ajar bahasa asing kus inggriskarena fiturfitur tarik cepat bosan
"Bagusss banget, kita bisa belajar sambil terus diulang. Kalaupun salah, pasti diulang lagi kayak aaaaaa sebagus itu ❤",5,bagus banget ajar ulang salah kayak
Sangat efektif untuk belajar bahasa inggris,5,efektif ajar bahasa inggris
"jujur aku suka banget sama aplikasi ini,aplikasi nya seru seperti game,walaupun kadang ada soal yang cukup sulit tapi itu menantang,dan aku tertantang,pokok nya nih aplikasi seru banget😄😄",5,jujur suka banget aplikasi iniaplikasi seru gamewalaupun kadang sulit menantangdan tertantangpokok
"belajar bahasa inggris seperti main game, menyenangkan",4,ajar bahasa inggris main game senang
karena walaupun aku udh agak lancar berbicara bahasa inggris saya tetep pake aplikasi in,5,lancar bahasa inggris tetep aplikasi in
"Duolingo bagus banget. Mudah faham, fitur bagus dan simpel, very good veri well banget deh pokoknya👍👍👍",5,bagus banget mudah faham fitur simpel very veri well pokok
bagus banget untuk belajar bahasa Inggris dll,5,bagus banget ajar bahasa inggris
sangat membantu dlm belajar bahasa.,5,bantu ajar bahasa
belajar di duolingo lebih asyik dan menyenengkan,5,ajar asyik neng
"bagus, melatih ku untuk berbahasa Inggris",5,bagus latih ku bahasa inggris
gua jadi lebih mudah belajar Inggris di duolingo>< pembelajaran nya gak bosenin dan cara pengajarannya juga unik.,5,mudah ajar inggris bosenin unik
Belajar terasa menyenangkan dan mudah memahami,5,ajar asa senang mudah paham
aplikasi yang sangat bagus itu belajar berbahasa asing,5,aplikasi bagus ajar bahasa asing
Duolingo ini sangat bagus untuk belajar bahasa,5,bagus ajar bahasa
aplikasi bagus untuk belajar bahasa tanpa ada kendala,5,aplikasi bagus ajar bahasa kendala
aplikasi yang bagus untuk belajar bahasa kren,5,aplikasi bagus ajar bahasa kren
aku bisa bahasa Inggris cepat bagus banget Duolingo😍😍,5,bahasa inggris cepat bagus banget
"Aplikasi belajar b. inggris yang rekomen, karena seperti main games",5,aplikasi ajar b inggris rekomen main games
"klo bisa di jelaskan lagi seperti penempatan kalimat contoh: the men eats food sama the man eat food , kapan kata (eat) itu harus di tambah huruf (s) di belakangnya",5,kalimat contoh men eats food man eat huruf
"bagus kyk main game, minus hati nya cepet habis kalo salah",5,bagus main game minus hati cepat habis salah
baguss untuk berpergian kemana pun dan untuk anak anak belajarrr 😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁,5,baguss pergi ajar
"Bagus. Minus iklannya aja. Tapi wajarlah sekarang kalo mai dapat fasilitas ya bayar, hehe. Thank you, Duolinggo.",5,bagus minus iklan wajar mai fasilitas bayar he thank you duolinggo
"aplikasi yg sangat menarik utk mempelajari bahasa Inggris,dan sangat mudah dipahami.sehingga saya ingin terus belajar bahasa Inggris. Thank you Duolingo😊",5,aplikasi tarik ajar bahasa inggrisdan mudah dipahamisehingga inggris thank you
Duolingo sangat membantu untuk belajar habasa yang kita minati dijamin gabakal nyesel deh 👍🏻👍🏻👍🏻👍🏻👍🏻,5,bantu ajar habasa minat jamin gabakal nyesel
Bagus untuk pemula yg mau belajar bahasa Inggris,5,bagus ajar bahasa inggris
sangat berguna bagi teman-teman yang tidak mempunyai biaya untuk bimbel bahasa asing namun sangat ingin mempelajari bahasa asing,4,temanteman biaya bimbel bahasa asing ajar
aplikasi ini sangat seru dan juga saya bisa lebih cepat belajar bahasanya sungguh hebat,4,aplikasi seru cepat ajar bahasa sungguh hebat
cukup membantu untuk yang belajar pemula .,5,bantu ajar
"Semoga dengan ini sy bisa berbahasa Jepang dan pergi ke jepang,Terimakasih duolingo😁",5,moga bahasa jepang pergi jepangterimakasih
𝙷𝚊𝚒 𝚜𝚎𝚖𝚞𝚊 𝚊𝚔𝚞 𝚛𝚊𝚔𝚒𝚗𝚔𝚊. 𝙼𝚎𝚗𝚞𝚛𝚞𝚝 𝚊𝚔𝚞 𝙳𝚞𝚘𝚕𝚒𝚗𝚐𝚘 𝚒𝚗𝚒 𝚋𝚊𝚐𝚞𝚜𝚜 𝚋𝚐𝚝 𝙳𝚊𝚗 𝚔𝚒𝚝𝚊 𝚋𝚒𝚜𝚊 𝚖𝚎𝚗𝚐𝚊𝚝𝚞𝚛 𝚖𝚊𝚞 𝚋𝚎𝚕𝚊𝚓𝚊𝚛 𝚋𝚑𝚜 𝚊𝚙𝚊𝚊 𝚊𝚝𝚊𝚞 𝚖𝚊𝚞 𝚍𝚊𝚛𝚒 𝚖𝚊𝚗𝚊 𝚋𝚎𝚕𝚊𝚓𝚊𝚛 𝚗𝚢𝚊𝚊𝚊𝚊𝚊. 𝙿𝚘𝚔𝚘𝚔𝚗𝚢𝚊𝚊 𝚜𝚎𝚛𝚞𝚞𝚞 𝚋𝚐𝚝. 𝚃𝚙 𝚔𝚗𝚙 𝚜𝚒𝚑 𝚔𝚘𝚔 𝚊𝚍𝚊 𝚢𝚊𝚗𝚐 𝚛𝚎𝚊𝚝𝚒𝚗𝚐 𝟷 𝚔𝚝𝚗𝚢𝚊 𝚋𝚊𝚗𝚢𝚊𝚔 𝚒𝚔𝚕𝚊𝚗 𝚖𝚗𝚛𝚝 𝚔𝚞 𝚐𝚊 𝚋𝚗𝚢𝚔 𝚒𝚔𝚕𝚊𝚗 . 𝙿𝙾𝙺𝙾𝙺𝙽𝚈𝙰 𝚂𝙴𝚁𝚄 𝙱𝙶𝚃𝚃 𝚈𝚄𝙺 𝙳𝙾𝚆𝙽𝙻𝙾𝙰𝙳,5,hai rakinka baguss banget atur ajar bhs apaa pokoknyaa seru tp reating ktnya iklan mnrt ku pokok bgtt yuk download
"Membantu bangett, mana sistemnya kaya game, jadi fun parahh😭🤏🏻🌸",5,bantu bangett sistem kaya game fun parahh
bagus banget kayak lagi main game love deh sama duolingo,5,bagus banget kayak main game love
"""Sepertinya kamu sedang offline. Cek koneksimu atau cobalah beberapa saat lagi!"" Padahal internet saya sudah tersambung.",1,offline cek koneksi coba internet sambung
aplikasinya bagus buat blajar bahasa,5,aplikasi bagus blajar bahasa
bagus banget di duolingo belajarnya kayak kursus beneran dong,5,bagus banget ajar kayak kursus beneran
aplikasi ini benar benar membantu saya dalam belajar bahasa inggris 😍,5,aplikasi bantu ajar bahasa inggris
bagus untuk belajar bahasa inggris,5,bagus ajar bahasa inggris
"Aplikasi ini membantu banget karena saya kurang lancar bahasa Inggris dan Arab,tetapi ada 1 masalah,yaitu,saat ada pertanyaan suara,dan saya harus menerjemahkannya menggunakan suara bahasa Inggris atau Indonesia,walaupun sudah benar,tapi salah,apakah ini bug, jika ini bug,tolong di perbaiki bugnya 🙏,semoga sukses ☺️🙏",4,aplikasi bantu banget lancar bahasa inggris arabtetapi masalahyaitusaat suaradan terjemah indonesiawalaupun benartapi salahapakah bug bugtolong bugnya moga sukses
"aplikasinya bagus banget buat yg mau belajar bahasa baru, cara belajarnya juga seru dan yg paling penting aplikasi gritis berbayar",5,aplikasi bagus banget ajar bahasa seru gritis bayar
"belajar bahasa di Duolingo sangat menyenangkan, bahkan sampai sangat menyenangkan ny itu berasa seperti main game.",5,ajar bahasa senang asa main game
"aku kasih bintang 4 dulu, soalnya aku kan udh download Duolingo dari dulu..tapi aku download lagi...,naahh pas aku mau login katanya koneksi/ jaringan ku gak bagus, pas aku buka aplikasi lain..jaringannya lancar banget, tapi kok di duolingo jaringannya katanya gak bagus??, kalo duolingo udh perbaiki bug nya aku kasih bintang lima dehh..itu aja saran aku ty 😁🙏🏻",4,kasih bintang download dulutapi laginaahh pas login koneksi ku bagus buka aplikasi lainjaringannya lancar banget bug dehhitu saran ty
seru bgtt belajar sama Duolingo yang dlu nya aku gk bisa bhs Jepang sekarang aku bisaa,5,seru bgtt ajar bhs jepang bisaa
"suka banget sama duolingo bisa belajar Inggris dengan cepaat, sekarang sudah bisa sedikit buat kalian ayo download duolingo sekarang..",5,suka banget ajar inggris cepaat ayo download
apk yang sangat bagus bisa belajar berbagai bahasa,5,aplikasi bagus ajar bahasa
"bener"" seru abis belajar sekaligus main bikin gak bosen apalagi mudah dipahami kalo gini terus cita""ku tahun depan bisa kewujud",5,seru habis ajar main bosen mudah paham cita wujud
mantap mudah di pahami dan asik belajarnya,5,mantap mudah paham asik ajar
"Good banget sih ni apk Tantangan semakin sulit, tapi semakin menarik Gw harap bisa konsisten dengan diri gw sendiri",5,bagus banget aplikasi tantang sulit tarik harap konsisten
"Apk ini sangat membantu orang yang belum bisa bahasa Inggris dan pembelajarannya pun mudah dimengerti tanpa biaya pun, apk ini sangat saya rekomendasi kan untuk orang yang ingin belajar bahasa inggris",5,aplikasi bantu bahasa inggris ajar mudah erti biaya rekomendasi
"Aplikasi bermafaat banget bisa bermain sambil belajar dan membantu saya belajar bhs Japan, Inggris, dan bhs arab tapi kadang suka keluar sendiri",5,aplikasi bermafaat banget main ajar bantu bhs japan inggris arab kadang suka
"ini bagus banget, kalian yang mau belajar bahasa apa pun bakal bisa sumpah",5,bagus banget ajar bahasa sumpah
sangat bagus cocok untuk belajar bahasa lainnya👍👍,5,bagus cocok ajar bahasa
sangat bermanfaat bagi orang yang ingin belajar bahasa asing,5,manfaat ajar bahasa asing
"Hai, admin. Setelah update kemarin, widget nya bermasalah di perangkat aku. Apakah ada yg sama. Btw, this apps is killing Great job",5,hai admin update kemarin widget perangkat ngomong-ngomong this apps is killing great job
saya sangat suka dengan apk ini karena saya bisa belajar bahasa Inggris dan bahasa lainnya ini juga sangan cepat untuk di ingat. cukup sampai di sini sekian trimakasih wasalamuaikum waromatu hiwabarokatu,5,suka aplikasi ajar bahasa inggris sangan cepat sekian terima kasih wasalamuaikum waromatu hiwabarokatu
saya suka belajar di duolingo karena cepat paham.terima kasih.,5,suka ajar cepat pahamterima kasih
aplikasi belajar ini sangat membantu untuk para pemulaa.. terimaksih🥳,5,aplikasi ajar bantu pemulaa terimaksih
sangat membantu untuk belajar dengan cepat berbahasa Inggris,5,bantu ajar cepat bahasa inggris
"bagus, bisa buat meningkatkan bahasa Inggris",5,bagus tingkat bahasa inggris
"smoga dngan duolingo aku bisa lncar bljar bhasa inggris, dulu pernah belajar pakai apk ini, tapi berhenti krna mlas lagi, skrang pngen bnget bisa bhasa inggris tnpa less😁😁 mkasih ya duolingo",5,moga dngan lncar ajar bhasa inggris aplikasi henti krna mlas skrang pngen bnget tnpa mkasih
duo linggo benar benar sangat membantu saya untuk belajar bahasa asing,5,duo linggo bantu ajar bahasa asing
sangat bagus bisa mengajarkan kita berbagai bahasa,5,bagus ajar bahasa
aplikasi bahasanya bantu banget buat yang mau belajar berbagai bahasa dan sebagai pengisi waktu luang juga jadi recommended banget nih apk,5,aplikasi bahasa bantu banget ajar isi luang recommended
bener bener bisa bantu aku buat belajar lebih giat karena seruuu pokok nya sippp,5,bantu ajar giat seru pokok ok
sangat baik untuk mempelajari bahasa asing,5,ajar bahasa asing
"aplikasi ini melatih saya untuk memahami bahasa Inggris dengan mudah, yang awalnya saya kira bahasa Inggris itu bahasa yang susah sekarang saat tau aplikasi ini malah aku makin suka belajar bahasa Inggris",5,aplikasi latih paham bahasa inggris mudah susah suka ajar
"rasanya seperti bermain sambil belajar, asyik dan menyenangkan😊",4,main ajar asyik senang
"Game nya bagus,ga ngebosenin,dan bisa mengajari saya bahasa-bahasa asing",5,game bagusga ngebosenindan ajar bahasabahasa asing
lebih ke abstrak ya belajarnya bukan dari basic kaya cara mengenalkan diri gimana,5,abstrak ajar basic kaya kenal
"seru banget, bikin semangat belajar bahasa inggris",5,seru banget semangat ajar bahasa inggris
waw aplikasi ini sangat membantu saya untuk belajar berbahasa inggris. yang saya dari awal nya cuman tau kata-kata pendek saja sekarang saya sudah bisa keluar negeri waw terima kasih🥰🥰😍😍,5,waw aplikasi bantu ajar bahasa inggris katakata pendek negeri terima kasih
gampang dan seru banget aku suka belajar Duolingo seruuu 😇👍,5,gampang seru banget suka ajar
aplikasi ini sangat bagus 👍 bisa belajar bahasa Inggris,5,aplikasi bagus ajar bahasa inggris
bagus banget aplikasi ini sangat membantu saya untuk belajar bahasa Inggris sedangkan saya tidak bisa sama sekali tp bersyukur ada aplikasi duolingo dan sy perlahan tau bahasa Inggris 🥰🥰🥰🥰,5,bagus banget aplikasi bantu ajar bahasa inggris syukur perlahan
"udah gunain apk ini dari lama sihh, tapi jujur lebih suka sama duo yang dulu.. karna apa? karna duo yang dulu lebih memudahkan kita untuk belajar sesuai minat dan kita bebas bisa belajar sepuasnya disana, dan justru itu yang buat sy mnjdi smngt belajar dan mensupport apk ini. tapi utk versi sekarang duo kurang menyenangkan karna, untuk pelajaran sngt dibatasi dan sdikit ribet krna tdk bisa beljr sepuasnya kalau tidak memiliki premium. tapi better sih utk kualitas aplks sudah sngt berkelas✊🏼😖",3,gunain aplikasi sihh jujur suka duo mudah ajar sesuai minat bebas puas mnjdi smngt mensupport versi senang sngt batas sdikit ribet krna beljr milik premium better kualitas aplks kelas
halo duolingo saya Erna aplikasi ini sebenarnya udah bagu tapi aku ketemu bug yaitu saat sesi cerita tak ada suaranya jadiiiiiii tolong diperbaiki plseeee dah gitu aja,4,halo erna aplikasi bagu ketemu bug sesi cerita tolong plse
"Well,bagus banget ngebantu aku belajar bahasa inggris dikit dikit,soal iklanpun aku ga masalah,tapi kenapa?ada unsur LGBT ga semua orang suka dan mendukung. bikin percakapan yang normal kek perempuan punya suami,bukan perempuan punya istri😭,mngkin normal bagi beberapa orang, tapi ga normal bagi beberapa orang yang lain,apalagi yang pake aplikasi ini bisa jadi anak dibawah umur,yah maksud saya sediakan konten yang lebih baik,saya harap konten2 itu bisa dihapus karena ga semua org nyaman",1,wellbagus banget ngebantu ajar bahasa inggris dikit dikitsoal iklan masalahtapi kenapaada unsur lgbt suka cakap normal perempuan suamibukan istrimngkin lainapalagi aplikasi umuryah maksud sedia konten baiksaya harap konten2 hapus nyaman
bagus aplikasi nya bisa buat ningkatin b inggris aku dan kalo salah ada pembenaran nya tapi untuk jawaban yang menggunakan suara selalu susah padahal jawabnya benar,4,bagus aplikasi ningkatin b inggris salah susah
aplikasi ini seru dan bermanfaat untuk belajar bahasa lebih baik menggunakan aplikasi ini(Duolingo)☺️👍🙏,4,aplikasi seru manfaat ajar bahasa iniduolingo
bagus banget aku bisa belajar bahasa rusia dengan mudah,5,bagus banget ajar bahasa rusia mudah
Sangat membantu untuk belajar bahasa!,5,bantu ajar bahasa
aku sangat suka Tokopedia karena aplikasi ini membantu saya memahami bahasa asing dan saya jadi jago belajar bahasa Inggris wow aku suka bangett >\\\<,5,suka tokopedia aplikasi bantu paham bahasa asing jago ajar inggris wow bangett
aplikasi yang sangat membantu untuk belajar bahasa,5,aplikasi bantu ajar bahasa
saya baru 1 bulan menggunakan dulingo dan saya sangat terbantu untuk belajar bahasa asing terutama bahasa inggris agar lebih fasih. terima kasih duolingo,5,dulingo bantu ajar bahasa asing utama inggris fasih terima kasih
membantu banget buat saya yang masih awam tentang bahasa Inggris saya hehe terimakasih duolingo,5,bantu banget awam bahasa inggris he terimakasih
"makasih, duo!! berkat kamu, aku bisa ngomong beberapa kata-kata bahasa inggris.. semangat, ya, duo buat tingkati levelnya. ♡ ♡",5,terima kasih duo berkat katakata bahasa inggris semangat tingkat level
jujur bantu bgtt buat bljr bahasa¹ dan mudah di pahami good👍😁😁,5,jujur bantu bgtt bljr bahasa1 mudah paham bagus
Duolingo sangat bagus dan bikin kita jago bahasa inggris dan nggak cuman 1 bahasa banyak banget semua tersedia dan gratis yah buruan download Duolingo🌷🌷,5,bagus jago bahasa inggris banget sedia gratis yah buru download
sangat membantu untuk belajar bahasa,5,bantu ajar bahasa
"Aku awalnya ga bisa Bahasa inggris,sekarang abis belajar di duolingo jadi bisa dan lancar!. Buruan downloadd!!!",5,bahasa inggrissekarang habis ajar lancar buru downloadd
bagus untuk belajar dan berlatih bahasa,5,bagus ajar latih bahasa
aku sangat suka belajar berbahasa jadi aku sangat suka dengan duolingo,5,suka ajar bahasa
"memudahkan progres anak ketika ingin belajar bahasa dari dasar hingga lancar, thanks a bunch for u duolingo",5,mudah progres ajar bahasa dasar lancar terima kasih bunch for
pembelajarannya mudah dipahami,4,ajar mudah paham
sangat membantu untuk pelajaran sekolah saya yang sedikit kurang,5,bantu ajar sekolah
sangat berguna untuk belajar bahasa asing,5,ajar bahasa asing
karna memberi tahu anak anak dan anak anak dapat belajar bahasa Inggris,5,ajar bahasa inggris
"Aplikasi yang sangat bermanfaat untuk pelajar bisa membantu dalam mengerjakan tugas"" di sekolah dan kuliah luar biasa",5,aplikasi manfaat ajar bantu tugas sekolah kuliah
menurut aku sih aplikasi ini tuu udah bagus siii cuma lebih bagus lagi kalau aplikasi nya di di buat lebih bagus lagi biar makin canggih jadi aku kasih bintang 4 dulu yaaaa,4,aplikasi tuu bagus canggih kasih bintang
bermanfaat buat belajar bahasa inggris dan lainnya,5,manfaat ajar bahasa inggris
"aplikasi nya sangat membantu untuk belajar bahasa asing, seru pokoknya, wajib kalian download ni apk bagus bgtttttttttt",5,aplikasi bantu ajar bahasa asing seru pokok wajib download bagus banget
"menyenangkan, asyik, edukatif, dan apresiatif",5,senang asyik edukatif apresiatif
aplikasi nya keren belajarnya mudah,5,aplikasi keren ajar mudah
bagus banget bisa belajar bahasa inggris dan dll,5,bagus banget ajar bahasa inggris
mengisi waktu luang untuk menambah kosakata dlm bahasa inggris dan sedikit membantu mengasah oTak yg udh lama GK diasah jd bangkit LG semangatnya untuk bisa bahasa inggris,5,isi luang bahasa inggris bantu asah otak bangkit semangat
mudah dan menyenangkan walau agak berbayar,5,mudah senang bayar
cocok banget bagi kamu yang ingin belajar bahasa inggris,5,cocok banget ajar bahasa inggris
"ini membuat saya cepat belajar dalam bahasa Inggris, terimakasih duolingo",5,cepat ajar bahasa inggris terimakasih
bagus untuk belajar bahasa Inggris,5,bagus ajar bahasa inggris
"Aplikasi yang sangat bagus untuk belajar bahasa. Untuk membaca ,mendengarkan kata dalam bahasa lain. Saya sendiri mengikuti belajar bahasa Arab. Ada beberapa kata yang semestinya perlu perbaikan dalam beberapa pengucapannya. Saya tidak tahu apakah ini mengikuti dialek arab gaul modern, atau dialek resmi. Contoh ; kata عِبْ yang di baca (3iib), terdengar seperti (3aab). Ini membuat bingung bila tidak melihat teks nya. Jadi mohon diperbaiki dengan ahli yang benar benar fasih pengucapannya.",4,aplikasi bagus ajar bahasa baca dengar arab mesti dialek gaul modern resmi contoh b 3iib 3aab bingung teks mohon ahli fasih
app nya bagus banget membantu aku memperbaiki bahasa inggris,5,app bagus banget bantu bahasa inggris
sangat membantu dalam meningkatkan belajar bhs,5,bantu tingkat ajar bhs
aplikasi nya sangat bagus untuk belajar bahasa Inggris,5,aplikasi bagus ajar bahasa inggris
aplikasiny sangat membantu bgt untk aku yg masih lugu bhasa inggris makasih duolinggo,5,aplikasiny bantu banget lugu bhasa inggris terima kasih duolinggo
luar biasa klau bisa yang gratis juga ya,1,klau gratis
Ini membantu aku untuk belajar bahasa inggris yg awal nya aku gk bisa jadi bisa memang hebat aplikasi ini aku kasih bintang 5 soal nya membantu aku untuk belajar bahasa inggris terimah kasih aplikasi Duolingo😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😚😚😚😚🤑😚😚😚🤑🤑🤑🤑🤑🤑🤑🤑🤑😚😚😝🤑😚😚😚😋😚😋😚😋☺️🤫☺️😋😝🤫🤫😝🤪😋🤫😝😋☺️😋😝😛🤫😝😋☺️🤩☺️😍😍😝😍😐😍😐😍😐😍😍😐😍😐😍😝😍😍😝😋😉🤔😄🤔😄🤔😃🤔😛😃😛😃😋🤨🤭😶‍🌫️😮‍💨😶‍🌫️😐😶‍🌫️😶‍🌫,5,bantu ajar bahasa inggris hebat aplikasi kasih bintang terimah
"Saya kurang menyikai aplikasi ini, karena pengucapan kata ""sit"" dan juga ""zit"" itu hampir tidak ada bedanya.",4,sikai aplikasi sit zit beda
Aplikasi belajar bahasa yang luar biasa,5,aplikasi ajar bahasa
"recommend bangeeett.... jadi nyesel gk tau app dari duluuuuu apalagi waktu SMP, SMA... benar2 bingung pake app apa buat belajar dulu.... love SEKEBON pokoknya 😅😻",5,recommend bangett nyesel app smp benar2 bingung ajar love kebon pokok
dualingo membuat ku lebih semangat belajar bahasa Inggris biasa disekolah susah dipahami tapi di duolingo ini sangat seru!,5,dualingo ku semangat ajar bahasa inggris seko susah paham seru
sangat membantu untuk saya belajar bahasa jepang,5,bantu ajar bahasa jepang
"bagus,seru dan juga belajar bahasa jadi menyenangkan! cocok untuk anak² yang lagi belajar bahasa² baru! seru pokoknya!🤩",5,bagusseru ajar bahasa senang cocok bahasa2 seru pokok
karna duolingo saya bisa bahasa Inggris terimakasih untuk duolingo,5,bahasa inggris terimakasih
aplikasi ini sangat bagusss😆😆membantu aku belajar bahasa😁😆😁,5,aplikasi bagusmembantu ajar bahasa
"aplikasi ini sangat bermanfaat untuk kami yg inggin mempelajari bahasa inggris, fitur2 yg bagus mempermudahkan kami belajar bahasa inggris 👍",5,aplikasi manfaat inggin ajar bahasa inggris fitur bagus mudah
bagus bgt buat pemula yang pengen belajar bahasa,5,bagus banget ajar bahasa
Sangat membantu belajar bahasa inggris,5,bantu ajar bahasa inggris
