clean_content,score,label
bisa membantu wahyu untuk mengerti bahasa inggris terima kasih,5,positif
sangat bagus sekali untuk belajar dan bermain disaat libur sekolah,5,positif
Belajar dimulai dari yg paling mudah secara bertahap,5,positif
Duolingo ini aplikasi yang bagus untuk belajar bahasa apa pun,5,positif
Aplikasi ini membuat saya pintar di sekolah SD SMP SMA menyukai aplikasi,5,positif
Kurang suka dengan duo yg sekarang dimana maksimal cuma 5 hati dan itu juga kalo habis harus nunggu ampe 3 jam Lama kelamaan kesel terutama waktu ngisi hatinya tadinya semangat belajar jadinya hilang karena Coba dipotong jadi 30 menit ato 1 Mana segala sesuatu pake berlian padahal sulit didapetin Terus exp dikit malas ngulang pelajaran Iya siih biar fair tapi ayolah jangan terlalu berlebihan kita mau dipersulit,2,negatif
aplikasi yang sangat bagus untuk mengasah bahasa inggris kita sekeluarga,5,positif
saya senang dapat belajar dengan Duo beri rating 5,5,positif
duolingo sangat bagus dan mudah dimengerti terimakasih,4,positif
astaga ini aplikasi nya benar bagus kalian harus download Duolingo sekarang ya nanti nyesel loh kalo engga sekian Terima gajih,5,positif
sangat membantu dalam belajar bahasa asing seperti Inggris dan Jepang,5,positif
aplikasi nya sangat seru jadi tidak bosan belajar bahasa Inggris di ini,5,positif
pelajaran dan yang paling bagus itu tidak ada iklan lain seperti ramah customernya,5,positif
Aplikasinya bagus untuk aku yang baru belajar bahasa Inggris kasih bintang lima,5,positif
duolingo sangat bagus dapat melatih pendengaran yang baik,5,positif
Saya bisa belajar bahasa Inggris dengan aplikasi ini sangat bagusssss,5,positif
bagus banget bisa belajar bahasa luar negri,5,positif
senang sekali belajar bahasa dengan duolingo,5,positif
Untuk yang wibu bisa belajar Jepang sini nonton anime tanpa Subtitle dungg,5,positif
sangat membantu belajar bahasa asing,5,positif
sangat membantu sekali bagi yg mau belajar bahasa Inggris,5,positif
Terima kasih duo lingo sudah memberikan yang terbaik saya sekarang bisa bahasa inggris sekali lagi terimakasih,5,positif
Mohon bantuan kenapa di perangkat saya tiba2 tidak bisa keluar audio untuk listening nya Sedangkan nada jika benar atau salah masih dapat terdengar,5,positif
aplikasi sangat membantu untuk meningkatkan dalam berbahasa Inggris,5,positif
sangat membantu belajar bahasa dan menyenangkan,5,positif
Bagus bikin semangat belajar tapi tolong adain fitur hapus pas mencet pilihan kata karena kadang kepencet yang salah dan gak bisa di atau ulangi bagian itu jadi agak susah apalagi hati kita tinggal 1 padahal udah mau nyampe finish,5,positif
sangat bagus diusahakan lebih banya mengetik dibanding menepelkan yg telah tertera,5,positif
Aplikasi bagus banget buat belajar bahasa inggris,5,positif
ini aplikasinya seru dan Bagus bisa belajar bahasa buat yang pengen mau pakek lain atau ke luar negeri tapi sangat bagus kok,5,positif
aplikasi ini sangat membantu saya untuk belajar bahasa apapun,5,positif
ini sangat bagus membuat saya belajar dirumah sebelum kursus juga𓆩 𓆪,5,positif
bagus bisa belajar dan Inggris dengan tenang seru kaya sambil bermain,5,positif
Bagus banget ini aplikasi kalau hati kita habis bisa main di mode latihan tapi salah setengah dapat juga dan aku pun mendapat pelajaran dari Duolingo makasih,5,positif
Saya sangat menyukai aplikasi ini karena saya bisa dengan mudah memahami kata dan materi yang telah diberikan kepada menghafal bacaan sedikit demi dari Terimakasih,4,positif
keren banget ini aplikasi bisa membantu kita lebih baik dalam berbahasa,5,positif
bisa membantu semua orang belajar bahasa lebih giat,4,positif
keren banget belajar bahasa inggris tapi ga kerasa lgi,5,positif
baik mudah untuk mempelajarinya banyak bahasa,5,positif
baru pertama udah seneng banget bisa belajar bahasa sama animasinya juga imut dan ada banyak fitur tapi ya itu gk 2 secara bersamaan harus dulu yang mau di pelajari ok sieh aplikasi ini,5,positif
bagus banget rekomeded buat kalian yg pengen belajar BHS inggris,5,positif
terimakasih untuk aplikasinya sangat membantu saya memahami bahasa yg tidak tau,5,positif
Pembelajarannya asik malah lebih mirip game candu belajar pake ini,5,positif
sepertinya aplikasi ini lumayan menarik karena saya bisa belajar bahasa asing disini,5,positif
aplikasi ini bagus untuk yang mau belajar berbagai bahasa,5,positif
aplikasi seru banget Cocok buat para pumula belajar bahasa Inggris,5,positif
sangat membantu sekali terimakasih duolingo,5,positif
Sangat bagus untuk pemula yang belajar bahasa Inggris,5,positif
aplikasinya sangat seru kita bisa belajar bahasa sambil bermain,5,positif
jika salah di ulangi Duolingo paling rekomendasi karena anak bisa mudah mengerti tahu bahasa negara apa saja banyak digunakan jadi ayo coba dulu,5,positif
sangat bagus untuk memahami kosakata bahasa inggris,5,positif
Aplikasi Duolingo ini bikin saya lebih pintar berbicara bahasa Inggris,5,positif
apk sangat keren untuk kita yang pemula dalam belajar bahasa inggris,4,positif
Bagus sih tapi karena saya menemukan adegan mencintai sesama jenis Tapi overall bagus,2,negatif
sangat cocok untuk pemula yang ingin menguasai banyak bahasa,5,positif
bagus sih apknya bisa buat berlatih otodidak,5,positif
bagus untuk pemula yang ingin belajar bahasa Inggris dan lainnya,5,positif
menjadi lebih mahir berbahasa inggris dan memahaminya sangat berguna,5,positif
bagus saya jadi bisa mempelajari bahasa Inggris dan berlatih supaya hafal kata,5,positif
Suka banget walaupun susah dikit sih tapi seru kaya lagi maen game,4,positif
lumayan membantu belajar bahasa inggris dan menambah kosakata,5,positif
Pembelajaran nya trlalu mndasar formal sepertinya duolingo ini tidak berkonsultasi pada penutur bahasa karena yang kita pelajari itu disuruh asal hafal saja kalimat keliatan translate Men dan women awalnya pakai a tapi saat menulis kata menggunakan malah salah harus e perubahannya dijelaskan mengapa apk hny cocok untuk pemula klu kalian sdh ada dasar mending lain kalau lanjut saya yakin gak akan berkembang,2,negatif
belajar nya seruu bangett kayak mein gamee aku sukaa jadi bisa bahasa inggris pokoknya bagus dehh,5,positif
bagus bngt tapi banyak iklannya hehe,4,positif
aplikasi yang bagus ini membantu anak saya belajar bahasa Inggris,5,positif
saya sangat suka dengan aplikasi ini jadi sekarang bisa bahasa inggris walaupun ada yang salah,5,positif
sangat membantu untuk meningkatkan kualitas diri,5,positif
metode ajarnya sangat unik dan mengasyikkan,5,positif
Sangat bagus membantu saya dalam belajar bahasa yang diinginkan Kita mengerti dan mudah memahami dari kata frasa arti setiap kita pelajari,5,positif
Menurut saya untuk aplikasinya sudah bagus hanya saja sarankan agar fitur suara bisa dimatikan sepenuhnya karena ketika mendengarkan musik sambil memainkan duolingo dari itu menganggu yang dimainkan,3,netral
sangat membantu meningkatkan kemampuan dalam berbahasa baik secara lisan maulun tulisan juga tidak membuat mudah bosan belajar karena disajikan bentuk permainan semakin menyenangkan dan dipahami,5,positif
padahal waktu dulu ngga ada premiumnya tapi sekarang harus bayar biar dapet hati terus banyak iklannya pula tetep suka kok gampang dipahami sering double XP jdi lebih semangat maju ke liga selanjutnya,5,positif
Aplikasi terbaik banget Bisa belajar bahasa yang kalian mau sama lain Kalian wajib download cepet bagi Ingin inginkan terserah tinggal pilih setelah Thankyou developer thankyou,5,positif
aplikasi ini sangat berguna untuk saya kerena duolingo membantu agar bersiap ujian bahasa inggris nanti mudah sekinan tangkap kalau ada salah kata mohon dimaafkan وهذا كل شيء مني السلام عليكم ورحمة الله وبركاته,5,positif
keren pokoknya rekomen banget buat pemula,5,positif
Gak suka yg versi sekarang lebih bagus waktu sebelum di update sering nge bug bagian voice nya dan banyak iklan ayo buat kaya dulu lagi biar mood belajar bahasa,4,positif
Aplikasinya bagus untuk belajar bahasa benar menurut sya tetapi yang menjadi masalahnya adalah memberikan cerita tidak pada bagian orang tua mohon hati karena dalam ceritanya terkadang mengandung unsur penyimpangan maaf pelangi semoga para memahaminya dan agar sedikit bila anak menggunakan Doulingo ini Sebelumnya review nya agak melenceng tapi penting juga Terimakasih,4,positif
Belajarnya mudah dan menyenangkan sih kalau kata aku kita bukan bisa bahasa Inggris doang juga belajar lain seperti korea Jepang Arab masih banyak lagi aplikasi ini bagus untuk orang yang ingin segitu aja ya ulasan dari makasih Duolingo sudah membantu saya kasih bintang 5,5,positif
gasukaa padahal bagus banget apk nya tapi karna sehari cuma selesain satu pelajaran dari unit 20 di turunin jadi 10 aku selalu dapet nilai setiap nyelesain sibuk kenapa tiba unitnya jauh udah nyoba lompat wah pertanyaan lebih susah kasih kesempatan 3 bahkan aja belum belajar itu ke 18 ngeselin,1,negatif
Knp saya kasi bintang 4 Krn kadang audio hilang di keluarkan tetapi masih bisa login kalau bicara pake microfon tidak mau terima,4,positif
Aku mau lanjut level selanjutnya tapi tidak bisa kebuka tolong dong min udah lumayan levelku pengen belajar Udh kirim bug berkali2 ada balasan,3,netral
Nyawa yang tersedia sedikit mungkin fitur itu lebih terasa berat dan cuma dikasih 5 nyawa dimana belajaran bahasa terutama asing susah dipahami kedepannya tersebut dihilangkan melainkan digantikan sama jeda ketika salah berapa kali keluar dari pembelajaran tetapi dikasihkan catatan pengguna supaya tahu letak salahnya,1,negatif
Aplikasi yang dimana bikin belajar bahasa jadi lebih asik nagih dan menyenangkan Karena pelajaran nya dibuat menyerupai game Benar benar aplikasi bagus recomended banget buat kalian mau asing,5,positif
Pelajarannya sangat menyenangkan dan mudah dipahami bagi para pemula asalkan belajar dengan giat pasti bisa cepat menguasai bahasa yang ingin dipelajari,5,positif
Halo Saya Audy sudah memakai aplikasi ini baru beberapa Minggu sebenarnya tetapi saya pakai sangat bagus sekali Di mulai dari pembelajarannya yang menarik seperti sedang bermain game dan karakter lucu yg membantu belajar Aplikasi Dan di sarankan bagi pemula ingin bahasa,5,positif
Aplikasi ini sangat bagus untuk belajar bahasa inggris dari cara berbicara dan mendengarkan saya suka dengan aplikasi duolingo karena seperti permainan tetapi bukan sembarangan bisa sekalian Terima kasih,5,positif
i luv this app kalo dibawa pelan belajarnya nanti lama mulai adaptasi sama enjoy kok jangan cepet diawal nti bosen duluan Duolingo ist sehr super,5,positif
hey ini luar biasa anda tidak perlu mengeluarkan biaya untuk kursus bahasa asing gratis dan mudah di pahami segera unduh mengembangkan pengetahuan asingmu meningkat secara pesat jangan sampai menyesal,5,positif
Aplikasinya sihh sangat membantu tapi ada bug gitu bugnya tuh pas lagi main tiba animasinya ilang kaya diem terus jadi tolong di perbaiki ya nya Kalo sudah nanti ku kadih bintang 5 dehh,4,positif
Sangat rekomendasi untuk pengguna yang ingin belajar bahasa urutan pelajarannya di buat lebih mudah dan gampang dipahami masalah iklan sangat tidak terganggu,5,positif
Assalamualaikum wr wb cara belajarnya unik sambil bermain jadi nggak bosan biasanya kalau belajar pasti tapi di duolingo bisa ketemu banyak kawan dari luar negri juga aplikasinya bagus dan keren Yang mau bahasa aja biar seru Oh ya pesan aku doulingo tambahin fitur chat sama teman chatan kenalan tambah deh Kalian wajib coba Tambah pintar Terima kasih udah baca bye,5,positif
Belajar dengan metode seperti bermain game tapi menurut saya cara ini kurang efektif bagi yang ingin serius mempelajari bahasa Karena tidak ada penjelasan setiap kali memilih jawaban salah Seperti kenapa harusnya an bukan a atau have has Orang akan tahu alasan kesalahan mereka dan hanya jadi semakin bingung Materi juga hal penting seharusnya tetap,3,netral
GREAT GOOD SIMPLE AND GIVE EDUCATION Terimakasih duolingo sebagai sebuah aplikasi yang benar asik dengan pembelajaran bahasa Inggris unik,5,positif
aplikasi ini sangat bagus karena kita bisa mempelajari sebuah kata yang tidak ketahui dan juga membantu ku dalam berbahasa Inggris dengan mudah gampang di pahami baru pertama kali aku download duolingo hasilnya menyenangkan,5,positif
kekurangan nya adalah pertama hati cukup terbatas hanya ada 5 jadi kalau sudah habis kita tidak bisa belajar lagi dan harus menunggu beberapa saat kedua gamenya itu online disaat memiliki kuota atau sinyal jelek masukkan dari saya hatinya tolong di tambah sebaiknya offline saja memudahkan orang yang tinggal desa seperti karna disini kurang baik terima kasih,5,positif
Aplikasi nya seru banget cocok buat anak yang mau belajar tapi sambil ngegame Tapi ada minusnya kenapa akhir ini setiap aku main duolingo animasinya tidak bergerak atau ngefreze gitu tolong creator diperbaiki lagi soalnya membuat nyaman,4,positif
Bagi saya aplikasi ini sangat bermanfaat terutama yang belajar bahasa asing Di DUOLINGO banyak fitur memudahkan kita dalam Jika menurutmu proses di membosankan kalian salah ada berbagai rintangan latihan membaca dan cerita menarik Kalian juga bisa mencari teman seperjuangan membuat kelas dengan masih bingung cara mengatur jadwal Tenang sudah tersedia butuhkan,5,positif
Maaf tapi kok saya ngulang ke Unit 1 yah Setelah dapet 3 hari gratis super Duolingo balik unit hampir semua progress menghilang Kecuali Liga dll mohon untuk membenarkan masalah ini dan akan kasih bintang lebih tinggi jika kembali 5,2,negatif
Karakter penyemangatnya cute banget metode ajarnya juga mudah dipahami Tantangan yang seru untuk diselesaikan Love it,5,positif
saya senang belajar di duolingo karna sangat membantu buat banyak bahasa dan semangat para developer pasti jika update bakal bagus banget apk nya terimakasih,5,positif
overall asik apk ini lumayan membantu karena semua berdasarkan konsistensi kembali lagi mungkin ada percakapan suara asli orang bule lebih thanks duolingo,4,positif
Aplikasi nya membantu banget di ajarin dari paling dasar sampe level nge test percakapan latihan suka dan pasti ulang lagi yang salah jadi bisa hafal thank you duolingo,5,positif
Aplikasi yang sangat bagus untuk belajar berbagai bahasa kalian pemula recommended sekali install aplikasi ini karena cocok di tambah metode pembelajarannya tidak ngebosenin Kalau hatinya habis bisa tonton iklan nambah lagi iklannya mengganggu saya kasih bintang 10 Terimakasih kepada developer sudah membuat sebagus,5,positif
Jeleknya aplikasi ini ketika ada soal yang mengartikan kedalam bahasa indonesia dengan berbicara jawabannya selalu salah padahal saya sudah menjawab benar Bahkan ulang ulangi di microfont pengucapan jelas tetap saja Sudah berkali kali mengirim masukan tp belum diperbaiki,1,negatif
Aplikasi nya sangat menguras emosi memang sii membantu pembelajaran bahasanya tapi loading itu Lo lama banget bahkan pas udah nyelesain soalnya juga kurang kalo cuma 1 3 menit si gapapa lah ini lumayan dari jadii tidak cocok buat aku yang ga suka nunggu,1,negatif
bagus banget sih cocok untuk pemula dan belajar di duolingo ini serasa kayak main jadi asik seru kalian yang mau bahasa download aplikasi karna pilihan bahasanya juga banyak gak bosenin selamat semua,5,positif
Aplikasi duolingo ini sangat bagus dia membantu saya belajar bahasa inggris dari dasar dan dengan menyenangkan selalu mengingatkan untuk Min kenapa tidak ada lagi kolom komentar di dualingo padahal situ penjelasan secara detail,5,positif
Makin kesini makin ngebug mau buka loadnya lama padahal jaringan lancar Gw runtutan ga balik 0 lagi Lebih enak versi dari sekarang Tolong perbaiki,1,negatif
Makasih ya Duolingo sekarang aku adalah murid kesayangan guru bahasa Inggris aplikasinya bagus banget udah gak gugup pas ditanya can you speak english jadi banyak tau kosakata cara membaca yang benar menyusun kalimat dll benar² bermanfaat,5,positif
ini bisa membantu saya untuk belajar bahasa Inggris biasanya kalau buka buku itu terasa sangat malas dan guru pun menyarankan mendownload aplikasi karena setiap harinya kita membuka hp hari,5,positif
Bisa buat anak yang belum bisa bahasa luar negri dll bagus juga ini bukan semacam game sih lebih tepat tempat belajar 7 boleh banget kalo gak inggris atau lain sebagai nya download aja tapi tentu ada kesalahan di duolingo karena tau Terimakasih untuk sudah kan apli kasi seperti,5,positif
suka banget membantu gak bosenin makin banyak kosakata yang kita tau baik bisa cara bicara langsung di pejari semangat semuanya siapa pengen bahasa Inggris ini cocok tiap naik lebih level nya sulit maka pintar berbahasa waktu juga kebuang sia lagi deh ke berguna untuk para anak muda or generasi Indonesia,5,positif
bagus walaupun ini aplikasi tapi beneran kayak game juga bisa belajar bahasa apapun untuk orang indonesia cuman inggris rating nya itu lima bintang fiturnya normal saya,5,positif
Bagus dan seru untuk belajar saya gak masalah dengan iklan fitur tampilannya juga makin oke tapi kurang nyaman beberapa topik lgbt di sini Takutnya ada anak kecil yang memainkan game ini menganggap normal hal tersebut,4,positif
tolong perbaiki runtutan saya sudah 23 hari tapi pas dibuka ini malah tidak bisa dan membukanya pakai web hasilnya 403 forbidden ya di jika akan ngulang karena sistemnya memang seperti itu kan padahal adalah kesalahan apk nya aku masalah dengan iklan kenapa tdk bs buka,3,netral
Aplikasinya bagus bgt karena waktu itu aku nanya ke temenku gini vel mau tau cara belajar bahasa Jepang terus jawab pakai Duolingo aja lalu pas coba ternyata bisa jadi kasih rating bintang lima,5,positif
dari aplikasi ini membuat saya yang gak suka bahasa inggris menjadi karena di sini pelajaran nya punya metode seperti game menarik dan menyenangkan aplk juga bisa mulai menghafal beberapa kata tidak hanya bahas Inggris tetapi negara² lain ada semoga Aplk lebih bagus lagi,5,positif
Seru gamenya sesuai tingkat pilihan soalnya pokoknga the best,5,positif
bagus banget buat belajar semua bahasa dan yg pertama kupelajari adalah inggris sudah 18 hari ku cocok sih gk mampu bayar les kayak aku semoga komitmenku bisa terus jaga sampai fasih sepenuhnya jangan lupa dicatat ya klo di duolinggo pake notes application masing semangat,5,positif
pola belajar yang seru dan latihan membantu pokoknya deh ada animasinya untuk mengingatkan kita kadang ngambek klo nggak intinya lucuk,5,positif
aplikasi nya bagus dan bisa belajar bahasa lain contoh bhs Korea Inggris Jepang thailand masih banyak lagi jadinya saya tidak perlu pergi les jadi berterimakasih kepada duolingo,5,positif
Saya tidak terlalu menyarankan apk Duolingo karena ada soal cerita yang berisi tentang L6GT perempuan dengan di bulan madu honeymoon bisa dicari sendiri aplikasinya yg gambar barbel tapi saya nggak buat cari pokoknya saran dari aplikasi cocok digunakan oleh anak dibawah umur Itu aja terimakasih,3,netral
sbnarny aplikasinya udah bagus bnget sih cuma kurang satu menurut saya 1 ga di ajarin penggunaan kata bantu sana contohnya read dan reads atau drink drinks dua tersebut kan sama artinya beda maknanya tapi g tau juga aku yg belum ketemu level ngejelasin kayak bgituan untuk tetap kok aplikasi nya,5,positif
Bagus cara ngasih soalnya menyenangkan opsi hati juga buat kita lebih untuk menjawab dan berjuang Iklan di sini nggak sampai 60 detik paling lama 30 Rekomen banget,5,positif
alhamdulillah setelah menggunakan aplikasi Duolingo saya makin lancar dalam bicara dan mengartikan kata2 bahasa Inggris game ini juga asik dimainkan karena cara belajarnya seperti jadi anak2 tidak bosan saat belajar di itu saja yg bisa sampaikan wassalamualaikum warohmatulohi wabarakatuh,4,positif
Aplikasi ini mendukung untuk semua yang lagi belajar bahasa luar saya sangat senang karena dari aplikasi jadi bisa lebih giat ngeri seperti bhs inggris Korea dan masih banyak Ayo buat kalian buruan download,5,positif
Ini keren aplikasinya Bisa belajar banyak bahasa dan gratis Mantap trus bisa seperti berlomba gitu dengan peserta yang lain jadi membuat kompetisi Jadi memacu,5,positif
Ini aplikasi bagus tapi ada cerita di unit 4 yang berjudul honeymoon yg menceritakan seorang wanita mempunyai istri sayang sekali unsur negatif lgbt nya kita harus lebih hati2 ya buat anak terutama,1,negatif
walaupun saya masih baru belajar bahasa asing aplikasi ini sangat membantu dan bagus karena cara belajarnya memakai sistem game yg membuat kita semangat untuk tidak gampang bosan dalam,5,positif
Terima kasih untuk Duolingo karena aplikasi ini saya bisa berbahasa inggris tapi belum semua yang sudah pelajari sangat menyukai buat mau bahasa negara lain download aja biar kalian,5,positif
Sangat menyenangkan belajar menggunakan Karena perpaduan dan bermain Saran untuk update kedepannya adalah tambahkan bahasa Indonesia sebagai perangkat Terima kasih,5,positif
Sangat membantu dalam meningkatkan kemampuan bahasa asing tersedia banyak selain inggris sangat direkomendasikan untuk pelajar teutama mahasiswa,5,positif
aplikasi nya bagus banget cocok bagi yang pengen belajar bahasa Saya baru pake ini 1 minggu tapi kemampuan saya jadi meningkat pesat Bener bener love sama Duolingo,5,positif
sangat membantu dengan metode pengajaran yang mudah di mengerti menurut aku ini cocok banget buat kalian masih pemula bahasa inggris semangat,5,positif
Aplikasi nya simpel dan mudah untuk belajar bahasa inggris semoga selalu konsisten buat teman yang lagi sama,4,positif
Puas bnget sama aplikasi duolingo terbaik untuk belajar bahasa asing ga terasa kalo lagi terus pengingatnya bagus bngt kan dlm pasti ada bosannya tpi di nyaman aja lgi bosen,5,positif
Alhamdulillah di kelas 8 ini bahasa Inggris ku dapat niai 81 karena terbantu dengan nilai akhirnya aku peringkat 2 paralel 66 thank you Duolingo ayo teman jadi juara bersama yaaa,5,positif
Bagus bagus aja sih tpi habis update levelnya ada yang diulang gk papa Yang masalah catatan tiap unitnya kok dihapus Padahal bisa buat ulas ulang Sama tambahin Duolingo Math ke ANDROID Mentang mentang i0s mahal cuma dikasih io2,3,netral
aplikasi yang bagus banget buat mau belajar berbagai bahasa bisa untuk kalangan juga nulis mendengar bicara dll pokoknya,5,positif
Sebenarnya versi baru lebih bagus tapi saya suka lama dulu Yang mana masih ada kolom komentar orang lain dan bisa ganti foto profil Dikolom belajar dari orang² alih disana apa perbedaan huruf² jamak atau kata kerja Tpi ini malah engak Dan hanya ingin memakai bukan Avatar Mungkin mengunakan agar terlihat ciri khas sja kami juga seperti diversi Tolong jangan dihilangkan ke 2 itu,2,negatif
aplikasi bahasa Inggris yg sangat mudah di pahami ga ngebosenin gratis hampir ada iklannya beda bnget sama lain kenapa baru ketemu sekarang sebagus ini pokoknya rekomen,5,positif
Aplikasi bagus hanya saja untuk belajar bahasa Jepang tidak bisa translate Indonesia Untuk orang yang Inggris seperti saya itu sangat menyusahkan Tolong di update,4,positif
tolong jangan ada batas kesalahan saya sudah menyukai cara belajar nya tetapi kadang yang lupa atau salahketik dan menyebabkan kita salah mohon semuanya pake hati unlimited saja adakan event agar bisa mendapatkan secara gratis,5,positif
aplikasi yang bisa membuat kamu cepat menghafal b inggris kalau kita salah di koreksi sampai benar ada waktu untuk berapa lama belajar duolingo pokoknya bintang 5,5,positif
Sangat menyenangkan dan bisa menambah pengetahuan saya suka sekali dengan apk duolingo ini gara di sekolah ada game jadi aku donwlod aja dehh pesanku kalian harus cobain pelajaran deh papan perinkatnya lohh makin semangat,5,positif
bagus nggak nyesel jadi tambah bahasa tapi tolong kalau bisa yang selain inggris pakai Indonesia ya masalah si belajar kalu atau Inggris gitu tambahin soalnya juga masih bingung,5,positif
aplikasi nya bagus buat anak sekolah dan mudah dimengerti pelajaran bahasa Inggris disekolah bisa hafal langsung Terima kasih Duolingo karena telah memberikan pengajaran yang standar bagi saya ucapkan terimakasih sebanyak banyaknya untuk semoga sukses karir,5,positif
gila ni aplikasi hebat banget aku aja baru 1 mingu dah lancar bahasa asing lebih hebatnya lagi kita barlatih tanpa stres dan gk perlu malu kalau salah jadi buat kalian yang mau juga kayak langsung dwonload takut karna duolingo geratis bebas iklan memang pool,5,positif
Sangat berguna dan bermanfaat bagi kita yang sedang belajar berbahasa Inggris saya sarankan untuk menggunakan duolinggo Aplikasi sangat menarik mudah dipahami Bisa dari kapanpun di manapun Bintang 5,5,positif
ini benar sangat membantu apalagi untuk saya yg suka bermain sambil belajar tpi kadang gada suara nya padahal udah full volume tolong perbaiki ya kak,5,positif
bikin tambah semangat belajar meskipun hatinya cuma 5 justru itu kita buat hemat dan fokus makasihh ya ini bermanfaat orang yang pengen bahasa,5,positif
sangat membantu dalam belajar bahasa inggris keren,5,positif
Apk ini bagus banget buat belajar bahasa apalagi pemula dan yang mau ningkatin skill inggrisnya tapi sayang banyak unsur lgb nya kalo pas percakapannya,3,netral
oke cara pengajaran ny bagus nggak buat pusing dan gak ada kendala dari apl juga berat ya pokoknya sih aplikasi nya sempurna sukses terus developer,5,positif
Aplikasi yang sangaaaaaaaaat bagus membantu belajar bahasa asing Karena sebuah hadist mengatakan bahwa Barangsiapa mempelajari suatu bangsa maka ia akan selamat dari tipu daya mereka Ayooo berbondong bondonglah kalian download duolingo Hehe,5,positif
aplikasi duolingo ini sangatlah bagus cocok untuk kita yang ingin pergi ke suatu negara berguna banget belajar bahasa bisa Jerman Inggris atau Afrika pokoknya deh terima kasih,5,positif
apk nya sangat bermanfaat bagi pemula yang ingin sekali belajar banyak bahasa fitur² juga dan beragam saya suka sekalii,5,positif
seru banget belajar di Duolingo jadi setiap hari bisa mengetahui banyak kosa kata dan aku seneng karena peningkatan menghafal bahasa lain yang kita mau pelajari bukan hanya Inggris lainnya ada kasi bintang 5,5,positif
aplikasi ini sangat membantu dan memotivasi saya beda halnya jika belajar tatap muka soalnya pasti ada yang akan komentar merendahkan kurang menghargai yg mau tetapi di duolingo terasa lebih ringan tidak memakan banyak biaya,4,positif
Duolingo ini sangat membantu kita dalam belajar bahasa Inggris dan juga membatu mengucapkan kata terima kasi karena sudah mengajari ku tentang seperti permainan terimakasi saya memberi reting 5 semoga di kirim hadiah dari duolingo,5,positif
Menurut aku Duolingo itu berguna banget buat kita semua karena membantu dalam belajar bahasa Inggris dan berbagai lainnya disini pokoknya aplikasi ini bermanfaat deh di dunia pendidikan,5,positif
Saya sangat menyukai aplikasi ini belajar bahasa jepang disini Tapi sayangnya tidak ada translite untuk Indonesia cuma inggris Itu menghambat dalam pelajaran Kepada pengembang tolong sediakan Jika itu tersedia saya akan betah Mungkin setelah yang lain jika nya Tolong penuturnya,4,positif
Applikasi ini berguna banget loh saya menjadi pintar karena Duolingo di ada banyak bahasa seperti Inggris Korea cina dan lain sebagai nya Makasih udah ajarin inggris,5,positif
game nya seru kayak main aku punya aplikasi ini jadi sering mainkan soalnya bisa pinter bahasa lain beri reting 5 bermanfaat semoga lebih lagi ya Terima kasih,5,positif
sorry but what happen knp animasi efek suara dan tampilannya jdi beda ya setelah aku di bab pengelana yg bagian 2 jadi kurang tertarik nih tampilan nyabdda bngt ga seru,3,netral
aplikasi ini sangat bagus bagi yang ingin lancar semua bahasa paling cocok sih apalagi belajar Inggris semoga Duolingo semakin maju,5,positif
game yang sangat bagus sekali aku dapat mengetahui dan belajar bahasa asing kursus ini menarik dengan adanya latihan sulit di bagian akhir terima kasih telah hadir mengisi waktu luangku tidak akan lupa sehari pun memainkan seru karena terdapat notifikasinya,5,positif
mudah belajar bahasa lain bisa dengan santai kata yang di pelajari sebelum ulang lagi next lesson nya cara sangat bagus dapat memperkuat daya ingat saya terhadap stay enthusiastic and keep improving,5,positif
sangat bagus di duolingo kita dapat belajar berbicara mendengar dan mengartikan bahasa Inggris jangan terlalu cepat menyerah dalam nikmati saja prosesnya terimakasih,5,positif
saya suka dengan cara belajar yg menggabungkan antara speaking write lizening dan yang lainya Serta metode tidak membuat cepat bosen,5,positif
Tadinya ni apk bagus gk ada masalah samsek tpi pas di update malah jadi sering bung gambar nya bergerak waktu belum dan itu yang ngebuat belajar aku seru ehh kek gini tolong ya perbaiki lagi karna menurut ku ini paling bess,3,netral
Halo Assalamu alaikum Aku ingin memberi pendapat tentang aplikasi Duolingo Aplikasi itu bagus banget loh Belajar dari rumah jadi menyenangkan dan mudah Selain setelah kalian bermain akan menambah kosakata yang pelajari pada hari Pokoknya tidak menyesal deh karena telah mendownload Selamat mencoba Sampai jumpa Wassalamu,5,positif
aplikasinya bagus banget cocok untuk yang mau belajar bahasa negara lain soalnya juga gampang di pahami dan penyebutannya tepat ga perlu les inggris mahal mending download aplikasi ini aja gratis,5,positif
Asik banget belajar bahasa disini gak bikin pusing karna dibikin kaya main bawaannya asik terus Terus juga aku gampang paham mudah dipahami Oke untuk,5,positif
Senang belajar dengan duolingo saat sebelum saya memiliki apk ini rasanya sulit untuk mencari kata yang tepat berbahasa inggris setelah merasa senang karena mempelajari 70 lebih kasih 5 bintang sangat membantu,5,positif
apk yang sangat membantu sy membuat mata pelajaran bahasa apapun itu jdi ga ngebosenin dan menyenangkan bermain sambil belajar karna main di duolingo sya dapat mencapai nilai inginkan makasih buat udah mengciptakan ini semoga tambah berkembang seru apa lgi klo bisa nemu teman baru pokoknya the best deh kalian kalo mau ningkatin bahsa yuk buruan download iklan nya jarang ada ko malah kadang,5,positif
aplikasi ini sangat membuat saya menjadi lebih pintar dalam berbagai bahasa Duolingo nya tidak membosankan karena seperti main game dan sebari belajar terimakasih,5,positif
